id,latitude,longitude,type,description,timestamp,source,date,day_of_week,hour,month,severity_score
call_0,40.11248868692764,-77.51985361154728,53S,53S,,911_calls,,,,,3.0
call_1,40.11248923639064,-77.51985418942542,54I2,54I2,,911_calls,,,,,3.0
call_2,40.11248876033421,-77.51985450872277,75S,75S,,911_calls,,,,,3.0
call_3,40.11248857135087,-77.51985442409654,50G2,50G2,,911_calls,,,,,3.0
call_4,40.112488889301,-77.51985451154816,10H1,10H1,,911_calls,,,,,3.0
call_5,40.11248874280701,-77.51985450396413,75O,75O,,911_calls,,,,,3.0
call_6,40.11248890192594,-77.51985457061201,54U2,54U2,,911_calls,,,,,3.0
call_7,40.11248852981196,-77.51985464740339,75S,75S,,911_calls,,,,,3.0
call_8,40.11248912549747,-77.51985422991248,52D1,52D1,,911_calls,,,,,3.0
call_9,40.112488903682234,-77.51985416793912,75O,75O,,911_calls,,,,,3.0
call_10,40.11248921511609,-77.51985420685139,75S,75S,,911_calls,,,,,3.0
call_11,40.112488817300836,-77.51985440276033,75M,75M,,911_calls,,,,,3.0
call_12,40.11248903634759,-77.51985442963549,52D1,52D1,,911_calls,,,,,3.0
call_13,40.11248860590654,-77.51985434593077,10H1,10H1,,911_calls,,,,,3.0
call_14,40.112488817300836,-77.51985440276033,75O,75O,,911_calls,,,,,3.0
call_15,40.112488713984156,-77.5198542011149,75M,75M,,911_calls,,,,,3.0
call_16,40.112488820389366,-77.51985378231225,75S,75S,,911_calls,,,,,3.0
call_17,40.11248914332367,-77.5198542397984,10S2,10S2,,911_calls,,,,,3.0
call_18,40.11248860360717,-77.51985444572158,50G2,50G2,,911_calls,,,,,3.0
call_19,40.11248881227438,-77.51985378752161,11C4,11C4,,911_calls,,,,,3.0
call_20,40.1124887347839,-77.5198545132863,10Y3,10Y3,,911_calls,,,,,3.0
call_21,40.11248853831697,-77.5198548236123,10S4,10S4,,911_calls,,,,,3.0
call_22,40.112488499087334,-77.519854327915,10Y3,10Y3,,911_calls,,,,,3.0
call_23,40.112489132108834,-77.51985428321272,10Y3,10Y3,,911_calls,,,,,3.0
call_24,40.11248861070422,-77.51985455974908,52D1,52D1,,911_calls,,,,,3.0
call_25,40.112489035504424,-77.51985436025332,39P6,39P6,,911_calls,,,,,3.0
call_26,40.11248874265536,-77.51985420768354,75M,75M,,911_calls,,,,,3.0
call_27,40.11248853416634,-77.51985437351298,10Y3,10Y3,,911_calls,,,,,3.0
call_28,40.112488908140485,-77.51985451139373,11C4,11C4,,911_calls,,,,,3.0
call_29,40.11248871587701,-77.51985420210043,75M,75M,,911_calls,,,,,3.0
call_30,40.11248898955622,-77.51985436473224,59R4,59R4,,911_calls,,,,,3.0
call_31,40.11248850743973,-77.51985450267415,54C1,54C1,,911_calls,,,,,3.0
call_32,40.112488725041935,-77.51985391224295,39V6,39V6,,911_calls,,,,,3.0
call_33,40.11248874314618,-77.51985431528709,29H2,29H2,,911_calls,,,,,3.0
call_34,40.112489237617424,-77.51985427876737,39T2,39T2,,911_calls,,,,,3.0
call_35,40.11248850969731,-77.51985490422287,10S2,10S2,,911_calls,,,,,3.0
call_36,40.112488627395784,-77.51985441178206,11C4,11C4,,911_calls,,,,,3.0
call_37,40.112488702751314,-77.51985427250435,10S1,10S1,,911_calls,,,,,3.0
call_38,40.11248923010376,-77.51985394043724,54U1,54U1,,911_calls,,,,,3.0
call_39,40.11248875293201,-77.51985383606639,53X,53X,,911_calls,,,,,3.0
call_40,40.11248875293201,-77.51985383606639,53X,53X,,911_calls,,,,,3.0
call_41,40.11248921331844,-77.51985419646574,75D,75D,,911_calls,,,,,3.0
call_42,40.11248863503783,-77.51985446547997,54H1,54H1,,911_calls,,,,,3.0
call_43,40.11248845713998,-77.51985442417748,10Y3,10Y3,,911_calls,,,,,3.0
call_44,40.11248882710025,-77.51985455813006,11C4,11C4,,911_calls,,,,,3.0
call_45,40.11248852626184,-77.51985435878991,59R4,59R4,,911_calls,,,,,3.0
call_46,40.11248919073897,-77.51985432659207,50P2,50P2,,911_calls,,,,,3.0
call_47,40.11248874360111,-77.51985372402793,10S2,10S2,,911_calls,,,,,3.0
call_48,40.11248891846351,-77.51985455099717,54S2,54S2,,911_calls,,,,,3.0
call_49,40.112488693596866,-77.51985438663287,44H1,44H1,,911_calls,,,,,3.0
call_50,40.1124887136685,-77.51985429163382,75S,75S,,911_calls,,,,,3.0
call_51,40.11248843713826,-77.51985437018034,54C1,54C1,,911_calls,,,,,3.0
call_52,40.112489277915216,-77.51985405845988,52D2,52D2,,911_calls,,,,,3.0
call_53,40.11248916696124,-77.51985411292002,10N9,10N9,,911_calls,,,,,3.0
call_54,40.112488909687244,-77.51985410944013,11C4,11C4,,911_calls,,,,,3.0
call_55,40.11248848635766,-77.51985441039756,53I,53I,,911_calls,,,,,3.0
call_56,40.1124887136685,-77.51985429163382,75S,75S,,911_calls,,,,,3.0
call_57,40.11248925387802,-77.51985413998214,75M,75M,,911_calls,,,,,3.0
call_58,40.11248866082363,-77.51985440453339,54E1,54E1,,911_calls,,,,,3.0
call_59,40.11248866082363,-77.51985440453339,54E1,54E1,,911_calls,,,,,3.0
call_60,40.11248875700669,-77.51985452641959,56S9,56S9,,911_calls,,,,,3.0
call_61,40.112489136759194,-77.5198543395851,52D6,52D6,,911_calls,,,,,3.0
call_62,40.11248880672699,-77.51985449771942,54U2,54U2,,911_calls,,,,,3.0
call_63,40.11248891742714,-77.5198545171079,54E2,54E2,,911_calls,,,,,3.0
call_64,40.11248891742714,-77.5198545171079,54E2,54E2,,911_calls,,,,,3.0
call_65,40.11248882172452,-77.51985452903902,52K2,52K2,,911_calls,,,,,3.0
call_66,40.11248848994042,-77.51985440691092,68Q1,68Q1,,911_calls,,,,,3.0
call_67,40.11248851789992,-77.51985441991378,50G2,50G2,,911_calls,,,,,3.0
call_68,40.11248866751272,-77.51985411144489,54S1,54S1,,911_calls,,,,,3.0
call_69,40.11248910991099,-77.51985436851362,75S,75S,,911_calls,,,,,3.0
call_70,40.112488737866755,-77.51985435072628,54S1,54S1,,911_calls,,,,,3.0
call_71,40.112488509086305,-77.5198543553174,68Q1,68Q1,,911_calls,,,,,3.0
call_72,40.11248893817446,-77.51985441796701,68Q1,68Q1,,911_calls,,,,,3.0
call_73,40.11248895010582,-77.51985449331514,22Q9,22Q9,,911_calls,,,,,3.0
call_74,40.11248856040814,-77.51985441186629,50G2,50G2,,911_calls,,,,,3.0
call_75,40.11248890466526,-77.519854098912,52D1,52D1,,911_calls,,,,,3.0
call_76,40.11248849075143,-77.51985381233128,50G2,50G2,,911_calls,,,,,3.0
call_77,40.11248846252005,-77.51985442920935,68Q1,68Q1,,911_calls,,,,,3.0
call_78,40.112488816642056,-77.5198545170669,53S,53S,,911_calls,,,,,3.0
call_79,40.112488816642056,-77.5198545170669,53S,53S,,911_calls,,,,,3.0
call_80,40.112488982551795,-77.51985448614037,10H2,10H2,,911_calls,,,,,3.0
call_81,40.112489086905775,-77.51985433887252,54H1,54H1,,911_calls,,,,,3.0
call_82,40.11248858317358,-77.51985435062946,75S,75S,,911_calls,,,,,3.0
call_83,40.112489079095475,-77.51985429172507,54S1,54S1,,911_calls,,,,,3.0
call_84,40.11248896087613,-77.51985441084582,68Q1,68Q1,,911_calls,,,,,3.0
call_85,40.11248925387802,-77.51985413998214,75S,75S,,911_calls,,,,,3.0
call_86,40.112488487399965,-77.51985376923759,54C3,54C3,,911_calls,,,,,3.0
call_87,40.112488487399965,-77.51985376923759,54C3,54C3,,911_calls,,,,,3.0
call_88,40.11248857153118,-77.51985461219286,68Q1,68Q1,,911_calls,,,,,3.0
call_89,40.112489179158466,-77.51985425751576,75M,75M,,911_calls,,,,,3.0
call_90,40.1124887136685,-77.51985429163382,75S,75S,,911_calls,,,,,3.0
call_91,40.112488793025236,-77.51985451418285,68Q1,68Q1,,911_calls,,,,,3.0
call_92,40.11248872251065,-77.51985446714687,75S,75S,,911_calls,,,,,3.0
call_93,40.11248918635088,-77.5198542898608,39H1,39H1,,911_calls,,,,,3.0
call_94,40.112488985959075,-77.51985418630744,10Y3,10Y3,,911_calls,,,,,3.0
call_95,40.11248891930286,-77.5198545154494,75M,75M,,911_calls,,,,,3.0
call_96,40.11248855471203,-77.51985455583186,68Q1,68Q1,,911_calls,,,,,3.0
call_97,40.11248910991099,-77.51985436851362,75M,75M,,911_calls,,,,,3.0
call_98,40.112488762102736,-77.51985431846188,75M,75M,,911_calls,,,,,3.0
call_99,40.11248906385221,-77.51985437637462,10H1,10H1,,911_calls,,,,,3.0
call_100,40.11248855471203,-77.51985455583186,68Q1,68Q1,,911_calls,,,,,3.0
call_101,40.11248886922623,-77.51985438234075,54S1,54S1,,911_calls,,,,,3.0
call_102,40.112488453268206,-77.5198544112635,68Q1,68Q1,,911_calls,,,,,3.0
call_103,40.11248897368111,-77.51985439967348,54U2,54U2,,911_calls,,,,,3.0
call_104,40.112488557510616,-77.51985481941401,53S,53S,,911_calls,,,,,3.0
call_105,40.11248889643756,-77.51985436060178,75M,75M,,911_calls,,,,,3.0
call_106,40.112488933817716,-77.51985449999758,54S2,54S2,,911_calls,,,,,3.0
call_107,40.11248910401124,-77.51985419466406,56S,56S,,911_calls,,,,,3.0
call_108,40.11248855471203,-77.51985455583186,68Q1,68Q1,,911_calls,,,,,3.0
call_109,40.11248891063771,-77.51985448536115,54H2,54H2,,911_calls,,,,,3.0
call_110,40.11248891063771,-77.51985448536115,54H2,54H2,,911_calls,,,,,3.0
call_111,40.11248913416127,-77.51985401831092,67S8,67S8,,911_calls,,,,,3.0
call_112,40.112488641436194,-77.5198541826515,75M,75M,,911_calls,,,,,3.0
call_113,40.11248865936537,-77.51985440561873,75S,75S,,911_calls,,,,,3.0
call_114,40.11248887081646,-77.51985353741468,68Q1,68Q1,,911_calls,,,,,3.0
call_115,40.11248820794677,-77.51985536876863,11R4,11R4,,911_calls,,,,,3.0
call_116,40.11248917898527,-77.51985420464396,52D2,52D2,,911_calls,,,,,3.0
call_117,40.1124885756368,-77.51985433792045,10Y3,10Y3,,911_calls,,,,,3.0
call_118,40.112488530373135,-77.51985465239477,75S,75S,,911_calls,,,,,3.0
call_119,40.11248885040954,-77.51985455607235,75S,75S,,911_calls,,,,,3.0
